Locations,Total Cases,Rate,collect_time,Deaths,Death_rate
Los Angeles - Northridge,321,459.91,2020-05-28,28,40.12
Los Angeles - Pacific Palisades,55,258.33,2020-05-28,3,14.09
Los Angeles - Pacoima,686,891.15,2020-05-28,12,15.59
Los Angeles - Palisades Highlands,3,78,2020-05-28,0,0
Los Angeles - Palms,188,428.47,2020-05-28,19,43.3
Los Angeles - Panorama City,731,971.43,2020-05-28,35,46.51
Los Angeles - Park La Brea,19,139.91,2020-05-28,1,7.36
Los Angeles - Pico-Union,531,1269.06,2020-05-28,56,133.84
Los Angeles - Playa Del Rey,3,93.87,2020-05-28,0,0
Los Angeles - Playa Vista,23,210.1,2020-05-28,0,0
Los Angeles - Porter Ranch,89,250.08,2020-05-28,6,16.86
Los Angeles - Rancho Park,18,274.39,2020-05-28,0,0
Los Angeles - Regent Square,4,143.88,2020-05-28,0,0
Los Angeles - Reseda,544,710.03,2020-05-28,24,31.32
Los Angeles - Reseda Ranch,31,668.68,2020-05-28,0,0
Los Angeles - Reynier Village,10,236.52,2020-05-28,0,0
Los Angeles - San Pedro*,893,1144.31,2020-05-28,15,19.22
Los Angeles - Shadow Hills,11,247.64,2020-05-28,0,0
Los Angeles - Sherman Oaks,224,256.72,2020-05-28,10,11.46
Los Angeles - Silverlake,176,399.25,2020-05-28,10,22.68
Los Angeles - South Carthay,35,330.34,2020-05-28,0,0
Los Angeles - South Park,369,972.05,2020-05-28,7,18.44
Los Angeles - St Elmo Village,44,959.86,2020-05-28,5,109.08
Los Angeles - Studio City,77,343.14,2020-05-28,5,22.28
Los Angeles - Sun Valley,293,558.28,2020-05-28,7,13.34
Los Angeles - Sunland,146,715.41,2020-05-28,14,68.6
Los Angeles - Sycamore Square,1,154.56,2020-05-28,0,0
Los Angeles - Sylmar*,772,936.92,2020-05-28,41,49.76
Los Angeles - Tarzana,160,518.2,2020-05-28,9,29.15
Los Angeles - Temple-Beaudry,312,790.23,2020-05-28,11,27.86
Los Angeles - Thai Town,30,305.84,2020-05-28,0,0
Los Angeles - Toluca Lake,19,218.29,2020-05-28,0,0
Los Angeles - Toluca Terrace,6,459.42,2020-05-28,0,0
Los Angeles - Toluca Woods,3,161.46,2020-05-28,0,0
Los Angeles - Tujunga,121,435.1,2020-05-28,11,39.55
Los Angeles - University Hills,11,320.79,2020-05-28,1,29.16
Los Angeles - University Park,180,655.59,2020-05-28,1,3.64
Los Angeles - Valley Glen,127,423.11,2020-05-28,4,13.33
Los Angeles - Valley Village,207,837.38,2020-05-28,9,36.41
Los Angeles - Van Nuys,674,723.22,2020-05-28,28,30.04
Los Angeles - Venice,65,191.83,2020-05-28,2,5.9
Los Angeles - Vermont Knolls,140,813.95,2020-05-28,2,11.63
Los Angeles - Vermont Square,84,1097.04,2020-05-28,2,26.12
Los Angeles - Vermont Vista,310,752.68,2020-05-28,5,12.14
Los Angeles - Vernon Central,584,1123.12,2020-05-28,11,21.15
Los Angeles - Victoria Park,57,678.65,2020-05-28,2,23.81
Los Angeles - View Heights,9,243.64,2020-05-28,2,54.14
Los Angeles - Watts,281,658.48,2020-05-28,8,18.75
Los Angeles - Wellington Square,21,427.26,2020-05-28,0,0
Los Angeles - West Adams,207,749.19,2020-05-28,16,57.91
Los Angeles - West Hills,133,328.03,2020-05-28,13,32.06
Los Angeles - West Los Angeles,79,209.91,2020-05-28,4,10.63
Los Angeles - West Vernon,441,822.09,2020-05-28,15,27.96
Los Angeles - Westchester,92,178.28,2020-05-28,8,15.5
Los Angeles - Westlake,703,1184.4,2020-05-28,72,121.3
Los Angeles - Westwood,67,123.82,2020-05-28,5,9.24
Los Angeles - Wholesale District*,661,1829.56,2020-05-28,7,19.38
Los Angeles - Wilmington,231,408.94,2020-05-28,3,5.31
Los Angeles - Wilshire Center,232,462.43,2020-05-28,16,31.89
Los Angeles - Winnetka,283,546.48,2020-05-28,4,7.72
Los Angeles - Woodland Hills,157,230.7,2020-05-28,11,16.16
Unincorporated - Acton,11,138,2020-05-28,1,12.55
Unincorporated - Agua Dulce,8,192.4,2020-05-28,0,0
Unincorporated - Altadena,144,330.12,2020-05-28,5,11.46
Unincorporated - Anaverde,1,66.31,2020-05-28,0,0
Unincorporated - Angeles National Forest,1,80.32,2020-05-28,0,0
Unincorporated - Arcadia,8,100.24,2020-05-28,1,12.53
Unincorporated - Athens-Westmont,220,518.35,2020-05-28,7,16.49
Unincorporated - Athens Village,26,530.94,2020-05-28,2,40.84
Unincorporated - Avocado Heights,24,354.24,2020-05-28,1,14.76
Unincorporated - Azusa,60,376.81,2020-05-28,1,6.28
Unincorporated - Bassett,82,553.42,2020-05-28,2,13.5
Unincorporated - Bouquet Canyon,1,93.2,2020-05-28,1,93.2
Unincorporated - Bradbury,0,0,2020-05-28,0,0
Unincorporated - Canyon Country,37,478.78,2020-05-28,0,0
Unincorporated - Castaic*,340,1250.41,2020-05-28,1,3.68
Unincorporated - Cerritos,0,0,2020-05-28,0,0
Unincorporated - Charter Oak,0,0,2020-05-28,0,0
Unincorporated - Claremont,0,0,2020-05-28,0,0
Unincorporated - Covina,57,338.9,2020-05-28,0,0
Unincorporated - Covina (Charter Oak),42,319.54,2020-05-28,0,0
Unincorporated - Del Aire,15,341.45,2020-05-28,1,22.76
Unincorporated - Del Rey,1,314.47,2020-05-28,0,0
Unincorporated - Del Sur,2,82.82,2020-05-28,1,41.41
Unincorporated - Desert View Highlands,6,240.67,2020-05-28,1,40.11
Unincorporated - Duarte,15,338.75,2020-05-28,1,22.58
Unincorporated - East Covina,0,0,2020-05-28,0,0
Unincorporated - East La Mirada,16,302.34,2020-05-28,0,0
Unincorporated - East Lancaster,0,0,2020-05-28,0,0
Unincorporated - East Los Angeles,865,690.51,2020-05-28,37,29.54
Unincorporated - East Pasadena,3,46.85,2020-05-28,0,0
Unincorporated - East Rancho Dominguez,47,307.03,2020-05-28,1,6.53
Unincorporated - East Whittier,9,169.62,2020-05-28,0,0
Unincorporated - El Camino Village,32,364.01,2020-05-28,2,22.75
Unincorporated - El Monte,0,0,2020-05-28,0,0
Unincorporated - Elizabeth Lake,3,180.61,2020-05-28,0,0
Unincorporated - Florence-Firestone,562,868.56,2020-05-28,16,24.73
Unincorporated - Franklin Canyon,0,0,2020-05-28,0,0
Unincorporated - Glendora,2,303.03,2020-05-28,0,0
Unincorporated - Hacienda Heights,134,239.6,2020-05-28,2,3.58
Unincorporated - Harbor Gateway,0,0,2020-05-28,0,0
Unincorporated - Hawthorne,5,198.89,2020-05-28,0,0
Unincorporated - Hi Vista,1,91.07,2020-05-28,0,0
Unincorporated - Kagel/Lopez Canyons,7,495.75,2020-05-28,1,70.82
Unincorporated - La Crescenta-Montrose,29,146.46,2020-05-28,1,5.05
Unincorporated - La Habra Heights,0,0,2020-05-28,0,0
Unincorporated - La Rambla,9,433.73,2020-05-28,0,0
Unincorporated - La Verne,4,196.08,2020-05-28,0,0
Unincorporated - Ladera Heights,20,282.85,2020-05-28,1,14.14
Unincorporated - Lake Hughes,1,149.7,2020-05-28,0,0
Unincorporated - Lake Los Angeles,28,215.48,2020-05-28,2,15.39
Unincorporated - Lake Manor,4,243.46,2020-05-28,0,0
Unincorporated - Lakewood,0,0,2020-05-28,0,0
Unincorporated - Lennox,93,412.56,2020-05-28,0,0
Unincorporated - Leona Valley,2,114.22,2020-05-28,0,0
Unincorporated - Littlerock,13,323.3,2020-05-28,0,0
Unincorporated - Littlerock/Juniper Hills,2,154.2,2020-05-28,0,0
Unincorporated - Littlerock/Pearblossom,20,560.38,2020-05-28,0,0
Unincorporated - Llano,1,114.03,2020-05-28,0,0
Unincorporated - Marina del Rey,14,148.76,2020-05-28,1,10.63
Unincorporated - Miracle Mile,0,0,2020-05-28,0,0
Unincorporated - Monrovia,20,515.33,2020-05-28,0,0
Unincorporated - Newhall,1,454.55,2020-05-28,0,0
Unincorporated - North Lancaster,5,417.36,2020-05-28,0,0
Unincorporated - North Whittier,12,143.54,2020-05-28,1,11.96
Unincorporated - Northeast San Gabriel,53,220.5,2020-05-28,2,8.32
Unincorporated - Palmdale,4,475.06,2020-05-28,0,0
Unincorporated - Palos Verdes Peninsula,0,0,2020-05-28,0,0
Unincorporated - Pearblossom/Llano,2,102.25,2020-05-28,0,0
Unincorporated - Pellissier Village,1,161.55,2020-05-28,0,0
Unincorporated - Placerita Canyon,0,0,2020-05-28,0,0
Unincorporated - Pomona,1,51.6,2020-05-28,0,0
Unincorporated - Quartz Hill,43,333.18,2020-05-28,9,69.74
Unincorporated - Rancho Dominguez,17,638.86,2020-05-28,1,37.58
Unincorporated - Roosevelt,0,0,2020-05-28,0,0
Unincorporated - Rosewood,5,388.8,2020-05-28,0,0
Unincorporated - Rosewood/East Gardena,0,0,2020-05-28,0,0
Unincorporated - Rosewood/West Rancho Dominguez,27,803.33,2020-05-28,0,0
Unincorporated - Rowland Heights,126,246.95,2020-05-28,4,7.84
Unincorporated - San Clemente Island,0,0,2020-05-28,0,0
Unincorporated - San Francisquito Canyon/Bouquet Canyon,0,0,2020-05-28,0,0
Unincorporated - San Jose Hills,58,286.83,2020-05-28,2,9.89
Unincorporated - San Pasqual,1,49.14,2020-05-28,0,0
Unincorporated - Sand Canyon,0,0,2020-05-28,0,0
Unincorporated - Santa Catalina Island,2,749.06,2020-05-28,0,0
Unincorporated - Santa Monica Mountains,22,118.15,2020-05-28,1,5.37
Unincorporated - Saugus,4,2580.65,2020-05-28,0,0
Unincorporated - Saugus/Canyon Country,0,0,2020-05-28,0,0
Unincorporated - South Antelope Valley,1,219.78,2020-05-28,0,0
Unincorporated - South El Monte,7,389.97,2020-05-28,0,0
Unincorporated - South San Gabriel,30,339.06,2020-05-28,3,33.91
Unincorporated - South Whittier,148,249.91,2020-05-28,8,13.51
Unincorporated - Southeast Antelope Valley,0,0,2020-05-28,0,0
Unincorporated - Stevenson Ranch,34,162.17,2020-05-28,0,0
Unincorporated - Sun Village,16,265.08,2020-05-28,0,0
Unincorporated - Sunrise Village,3,231.48,2020-05-28,0,0
Unincorporated - Twin Lakes/Oat Mountain,4,241.25,2020-05-28,1,60.31
Unincorporated - Val Verde,21,634.63,2020-05-28,0,0
Unincorporated - Valencia,7,227.86,2020-05-28,0,0
Unincorporated - Valinda,87,372.26,2020-05-28,1,4.28
Unincorporated - View Park/Windsor Hills,34,292.22,2020-05-28,2,17.19
Unincorporated - Walnut Park,116,718.58,2020-05-28,3,18.58
Unincorporated - West Antelope Valley,2,132.36,2020-05-28,0,0
Unincorporated - West Carson,100,452.78,2020-05-28,10,45.28
Unincorporated - West Chatsworth,0,0,2020-05-28,0,0
Unincorporated - West LA,23,2415.97,2020-05-28,2,210.08
Unincorporated - West Puente Valley,43,437.21,2020-05-28,0,0
Unincorporated - West Rancho Dominguez,5,367.92,2020-05-28,1,73.58
Unincorporated - West Whittier/Los Nietos,128,475.39,2020-05-28,4,14.86
Unincorporated - Westfield/Academy Hills,0,0,2020-05-28,0,0
Unincorporated - Westhills,0,0,2020-05-28,0,0
Unincorporated - White Fence Farms,5,135.76,2020-05-28,0,0
Unincorporated - Whittier,14,369.98,2020-05-28,0,0
Unincorporated - Whittier Narrows,0,0,2020-05-28,0,0
Unincorporated - Willowbrook,200,572.85,2020-05-28,4,11.46
Unincorporated - Wiseburn,16,265.47,2020-05-28,0,0
-  Under Investigation,1948,,2020-05-28,14,
City of Agoura Hills,35,167.6,2020-05-29,0,0
City of Alhambra,195,224.85,2020-05-29,8,9.22
City of Arcadia,82,141.98,2020-05-29,5,8.66
City of Artesia,33,196.49,2020-05-29,0,0
City of Avalon,0,0,2020-05-29,0,0
City of Azusa,167,333.73,2020-05-29,5,9.99
City of Baldwin Park,325,423.35,2020-05-29,6,7.82
City of Bell,319,878.01,2020-05-29,23,63.31
City of Bell Gardens,285,661.7,2020-05-29,10,23.22
City of Bellflower,382,491.41,2020-05-29,18,23.16
City of Beverly Hills,138,399.77,2020-05-29,5,14.48
City of Bradbury,3,280.64,2020-05-29,0,0
City of Burbank,395,368.54,2020-05-29,39,36.39
City of Calabasas,61,250.79,2020-05-29,7,28.78
City of Carson,407,433.69,2020-05-29,24,25.57
City of Cerritos,120,239.68,2020-05-29,1,2
City of Claremont,40,109.64,2020-05-29,0,0
City of Commerce*,71,543.27,2020-05-29,0,0
City of Compton,554,554.53,2020-05-29,15,15.01
City of Covina,162,330.4,2020-05-29,6,12.24
City of Cudahy,219,899.49,2020-05-29,5,20.54
City of Culver City,147,368.74,2020-05-29,17,42.64
City of Diamond Bar,63,109.54,2020-05-29,1,1.74
City of Downey,679,594.24,2020-05-29,23,20.13
City of Duarte,118,535.97,2020-05-29,15,68.13
City of El Monte,516,440.01,2020-05-29,21,17.91
City of El Segundo,34,202.55,2020-05-29,0,0
City of Gardena,256,417.55,2020-05-29,22,35.88
City of Glendale,965,467.33,2020-05-29,82,39.71
City of Glendora,143,271.02,2020-05-29,6,11.37
City of Hawaiian Gardens,57,388.39,2020-05-29,1,6.81
City of Hawthorne,389,438.13,2020-05-29,11,12.39
City of Hermosa Beach,29,147.43,2020-05-29,2,10.17
City of Hidden Hills,1,52.91,2020-05-29,0,0
City of Huntington Park,483,811.98,2020-05-29,9,15.13
City of Industry,10,2288.33,2020-05-29,2,457.67
City of Inglewood,583,513.29,2020-05-29,55,48.42
City of Irwindale,4,274.16,2020-05-29,0,0
City of La Canada Flintridge,50,241.63,2020-05-29,5,24.16
City of La Habra Heights,8,146.65,2020-05-29,0,0
City of La Mirada,167,336.7,2020-05-29,12,24.19
City of La Puente,124,304.69,2020-05-29,0,0
City of La Verne,30,90.14,2020-05-29,1,3
City of Lakewood,181,225.23,2020-05-29,5,6.22
City of Lancaster*,574,355.26,2020-05-29,12,7.43
City of Lawndale,118,351.04,2020-05-29,4,11.9
City of Lomita,51,246.03,2020-05-29,6,28.94
City of Lynwood*,582,807.81,2020-05-29,33,45.8
City of Malibu,35,270.04,2020-05-29,1,7.72
City of Manhattan Beach,77,213.89,2020-05-29,3,8.33
City of Maywood,264,941.21,2020-05-29,8,28.52
City of Monrovia,157,404.64,2020-05-29,19,48.97
City of Montebello,381,591.84,2020-05-29,15,23.3
City of Monterey Park,152,244.13,2020-05-29,6,9.64
City of Norwalk,426,395.83,2020-05-29,14,13.01
City of Palmdale,720,452.92,2020-05-29,16,10.06
City of Palos Verdes Estates,42,310.6,2020-05-29,1,7.4
City of Paramount,324,578.33,2020-05-29,8,14.28
City of Pico Rivera,502,780.91,2020-05-29,27,42
City of Pomona,446,286.02,2020-05-29,13,8.34
City of Rancho Palos Verdes,93,217.56,2020-05-29,11,25.73
City of Redondo Beach,139,202.34,2020-05-29,8,11.65
City of Rolling Hills,2,103.09,2020-05-29,0,0
City of Rolling Hills Estates,14,172.56,2020-05-29,0,0
City of Rosemead,100,180.67,2020-05-29,3,5.42
City of San Dimas,55,159.35,2020-05-29,1,2.9
City of San Fernando,191,776.04,2020-05-29,7,28.44
City of San Gabriel,138,336.96,2020-05-29,11,26.86
City of San Marino,22,165.7,2020-05-29,1,7.53
City of Santa Clarita,734,332.99,2020-05-29,16,7.26
City of Santa Fe Springs,65,353.95,2020-05-29,0,0
City of Santa Monica,267,288.82,2020-05-29,19,20.55
City of Sierra Madre,10,91,2020-05-29,0,0
City of Signal Hill,26,220.4,2020-05-29,0,0
City of South El Monte,82,392.63,2020-05-29,2,9.58
City of South Gate,596,607.2,2020-05-29,15,15.28
City of South Pasadena,123,472.11,2020-05-29,18,69.09
City of Temple City,156,427.92,2020-05-29,20,54.86
City of Torrance,368,246.54,2020-05-29,45,30.15
City of Vernon,3,1435.41,2020-05-29,0,0
City of Walnut,44,144.11,2020-05-29,1,3.28
City of West Covina,344,317.83,2020-05-29,7,6.47
City of West Hollywood,179,484.43,2020-05-29,4,10.83
City of Westlake Village,6,71.77,2020-05-29,0,0
City of Whittier,312,356.85,2020-05-29,10,11.44
Los Angeles,24261,599.84,2020-05-29,1112,27.49
Los Angeles - Adams-Normandie,51,621.8,2020-05-29,3,36.58
Los Angeles - Alsace,49,393.73,2020-05-29,0,0
Los Angeles - Angeles National Forest,0,0,2020-05-29,0,0
Los Angeles - Angelino Heights,16,639.49,2020-05-29,0,0
Los Angeles - Arleta,279,811.75,2020-05-29,6,17.46
Los Angeles - Atwater Village,51,347.74,2020-05-29,2,13.64
Los Angeles - Baldwin Hills,166,533.33,2020-05-29,10,32.13
Los Angeles - Bel Air,36,427.1,2020-05-29,0,0
Los Angeles - Beverly Crest,37,295.41,2020-05-29,2,15.97
Los Angeles - Beverlywood,37,280.88,2020-05-29,0,0
Los Angeles - Boyle Heights*,718,826.39,2020-05-29,14,16.11
Los Angeles - Brentwood,78,251.98,2020-05-29,2,6.46
Los Angeles - Brookside,0,0,2020-05-29,0,0
Los Angeles - Cadillac-Corning,30,421.29,2020-05-29,1,14.04
Los Angeles - Canoga Park,489,748.98,2020-05-29,25,38.29
Los Angeles - Carthay,78,543.06,2020-05-29,7,48.74
Los Angeles - Central,409,1048.93,2020-05-29,16,41.03
Los Angeles - Century City,34,265.79,2020-05-29,0,0
Los Angeles - Century Palms/Cove,267,790.74,2020-05-29,2,5.92
Los Angeles - Chatsworth,188,507.27,2020-05-29,23,62.06
Los Angeles - Cheviot Hills,21,228.98,2020-05-29,1,10.9
Los Angeles - Chinatown,21,261.81,2020-05-29,1,12.47
Los Angeles - Cloverdale/Cochran,67,460.39,2020-05-29,3,20.61
Los Angeles - Country Club Park,95,626.94,2020-05-29,18,118.79
Los Angeles - Crenshaw District,69,498.95,2020-05-29,3,21.69
Los Angeles - Crestview,88,774.1,2020-05-29,14,123.15
Los Angeles - Del Rey,77,257.22,2020-05-29,3,10.02
Los Angeles - Downtown*,147,534.41,2020-05-29,3,10.91
Los Angeles - Eagle Rock,177,447.09,2020-05-29,13,32.84
Los Angeles - East Hollywood,225,768.26,2020-05-29,35,119.51
Los Angeles - Echo Park,45,315.66,2020-05-29,1,7.01
Los Angeles - El Sereno,166,397.05,2020-05-29,15,35.88
Los Angeles - Elysian Park,16,280.11,2020-05-29,0,0
Los Angeles - Elysian Valley,56,550.58,2020-05-29,0,0
Los Angeles - Encino,125,276.72,2020-05-29,12,26.57
Los Angeles - Exposition,9,270.6,2020-05-29,0,0
Los Angeles - Exposition Park,248,552.13,2020-05-29,11,24.49
Los Angeles - Faircrest Heights,4,111.11,2020-05-29,1,27.78
Los Angeles - Figueroa Park Square,37,424.26,2020-05-29,0,0
Los Angeles - Florence-Firestone,390,822,2020-05-29,10,21.08
Los Angeles - Glassell Park,181,572.71,2020-05-29,5,15.82
Los Angeles - Gramercy Place,67,622.45,2020-05-29,2,18.58
Los Angeles - Granada Hills,317,544.76,2020-05-29,24,41.24
Los Angeles - Green Meadows,166,771.91,2020-05-29,4,18.6
Los Angeles - Hancock Park,79,463.64,2020-05-29,2,11.74
Los Angeles - Harbor City,96,330.24,2020-05-29,4,13.76
Los Angeles - Harbor Gateway,139,318.81,2020-05-29,4,9.17
Los Angeles - Harbor Pines,9,373.6,2020-05-29,0,0
Los Angeles - Harvard Heights,134,743,2020-05-29,13,72.08
Los Angeles - Harvard Park,299,788.19,2020-05-29,3,7.91
Los Angeles - Highland Park,198,409.17,2020-05-29,1,2.07
Los Angeles - Historic Filipinotown,132,951.69,2020-05-29,5,36.05
Los Angeles - Hollywood,272,398.51,2020-05-29,6,8.79
Los Angeles - Hollywood Hills,82,278.59,2020-05-29,5,16.99
Los Angeles - Hyde Park,145,508.04,2020-05-29,3,10.51
Los Angeles - Jefferson Park,38,470.7,2020-05-29,1,12.39
Los Angeles - Koreatown,265,512.64,2020-05-29,16,30.95
Los Angeles - Lafayette Square,18,394.82,2020-05-29,0,0
Los Angeles - Lake Balboa,199,471.5,2020-05-29,6,14.22
Los Angeles - Lakeview Terrace,108,822.36,2020-05-29,3,22.84
Los Angeles - Leimert Park,58,380.7,2020-05-29,2,13.13
Los Angeles - Lincoln Heights,241,739.33,2020-05-29,19,58.29
Los Angeles - Little Armenia,194,2417.45,2020-05-29,31,386.29
Los Angeles - Little Bangladesh,134,472.78,2020-05-29,3,10.58
Los Angeles - Little Tokyo,19,606.45,2020-05-29,2,63.84
Los Angeles - Longwood,23,534.39,2020-05-29,0,0
Los Angeles - Los Feliz,52,240.65,2020-05-29,1,4.63
Los Angeles - Manchester Square,20,234.3,2020-05-29,0,0
Los Angeles - Mandeville Canyon,1,32.01,2020-05-29,0,0
Los Angeles - Mar Vista,82,193.07,2020-05-29,4,9.42
Los Angeles - Marina Peninsula,13,298.17,2020-05-29,0,0
Los Angeles - Melrose,549,706.6,2020-05-29,37,47.62
Los Angeles - Mid-city,57,379.24,2020-05-29,3,19.96
Los Angeles - Miracle Mile,41,227.97,2020-05-29,4,22.24
Los Angeles - Mission Hills,149,617.64,2020-05-29,6,24.87
Los Angeles - Mt. Washington,105,434.87,2020-05-29,3,12.42
Los Angeles - North Hills,446,724.32,2020-05-29,15,24.36
Los Angeles - North Hollywood,686,453.04,2020-05-29,22,14.53
Los Angeles - Northridge,329,471.37,2020-05-29,29,41.55
Los Angeles - Pacific Palisades,57,267.72,2020-05-29,3,14.09
Los Angeles - Pacoima,704,914.54,2020-05-29,14,18.19
Los Angeles - Palisades Highlands,3,78,2020-05-29,0,0
Los Angeles - Palms,188,428.47,2020-05-29,19,43.3
Los Angeles - Panorama City,749,995.35,2020-05-29,37,49.17
Los Angeles - Park La Brea,20,147.28,2020-05-29,1,7.36
Los Angeles - Pico-Union,538,1285.79,2020-05-29,57,136.23
Los Angeles - Playa Del Rey,3,93.87,2020-05-29,0,0
Los Angeles - Playa Vista,24,219.24,2020-05-29,0,0
Los Angeles - Porter Ranch,90,252.89,2020-05-29,6,16.86
Los Angeles - Rancho Park,18,274.39,2020-05-29,0,0
Los Angeles - Regent Square,4,143.88,2020-05-29,0,0
Los Angeles - Reseda,558,728.3,2020-05-29,25,32.63
Los Angeles - Reseda Ranch,31,668.68,2020-05-29,0,0
Los Angeles - Reynier Village,10,236.52,2020-05-29,0,0
Los Angeles - San Pedro*,901,1154.57,2020-05-29,15,19.22
Los Angeles - Shadow Hills,10,225.12,2020-05-29,0,0
Los Angeles - Sherman Oaks,227,260.16,2020-05-29,9,10.31
Los Angeles - Silverlake,181,410.59,2020-05-29,10,22.68
Los Angeles - South Carthay,35,330.34,2020-05-29,1,9.44
Los Angeles - South Park,381,1003.66,2020-05-29,7,18.44
Los Angeles - St Elmo Village,45,981.68,2020-05-29,5,109.08
Los Angeles - Studio City,78,347.59,2020-05-29,5,22.28
Los Angeles - Sun Valley,301,573.52,2020-05-29,7,13.34
Los Angeles - Sunland,148,725.21,2020-05-29,14,68.6
Los Angeles - Sycamore Square,1,154.56,2020-05-29,0,0
Los Angeles - Sylmar*,797,967.26,2020-05-29,42,50.97
Los Angeles - Tarzana,162,524.68,2020-05-29,9,29.15
Los Angeles - Temple-Beaudry,321,813.03,2020-05-29,12,30.39
Los Angeles - Thai Town,30,305.84,2020-05-29,0,0
